start_10m,count
11:00,4
11:10,1
11:20,2
11:30,1
11:50,1
12:00,2
12:10,1
12:20,4
12:30,1
12:40,1
13:00,2
13:10,1
13:20,2
13:30,3
13:40,7
13:50,3
14:00,8
14:10,10
14:20,10
14:30,4
14:40,9
14:50,3
15:00,6
15:10,13
15:20,8
15:30,6
15:40,4
15:50,6
16:00,5
16:10,8
16:20,3
16:30,8
16:40,7
16:50,8
17:00,11
17:10,9
17:20,6
17:30,3
17:40,5
17:50,6
18:00,6
18:10,4
18:20,4
18:30,2
18:40,6
18:50,5
19:00,4
19:10,5
19:20,6
19:30,5
19:40,13
19:50,24
